model,finding,dimension,group,n,auroc,ece,sensitivity,specificity,fpr,fnr
CLIP-ViT-B16,Enlarged Cardiomediastinum,Race,Other,194,0.7543953687821613,0.07280039388531317,0.6509433962264151,0.7613636363636364,0.23863636363636365,0.34905660377358494
CLIP-ViT-B16,Lung Opacity,Gender,Female,3716,0.722085164504646,0.007270060514026893,0.689900426742532,0.6417910447761194,0.35820895522388063,0.31009957325746795
CLIP-ViT-B16,Lung Opacity,Gender,Male,4738,0.688330431614401,0.013013715931659344,0.699037816066234,0.5947955390334573,0.4052044609665427,0.30096218393376595
CLIP-ViT-B16,Lung Opacity,Age,<50,1454,0.6973178672432856,0.026724340082136578,0.6108189331329827,0.7154471544715447,0.2845528455284553,0.38918106686701726
CLIP-ViT-B16,Lung Opacity,Age,50-70,3409,0.7184563532187396,0.007503997107262961,0.6691472868217054,0.6684782608695652,0.3315217391304348,0.33085271317829457
CLIP-ViT-B16,Lung Opacity,Age,70+,3591,0.6713854149515717,0.010629008480523353,0.7520420070011669,0.4785276073619632,0.5214723926380368,0.24795799299883314
CLIP-ViT-B16,Lung Opacity,Race,White,5827,0.6963476506911188,0.010290397904435582,0.704245709123758,0.6061643835616438,0.3938356164383562,0.29575429087624205
CLIP-ViT-B16,Lung Opacity,Race,Black,1098,0.7098231827111985,0.023481135438388777,0.6660117878192534,0.65,0.35,0.3339882121807466
CLIP-ViT-B16,Lung Opacity,Race,Asian,293,0.7858513189448442,0.016047807685011236,0.6942446043165468,0.8,0.19999999999999996,0.3057553956834532
CLIP-ViT-B16,Lung Opacity,Race,Other,681,0.7153286864559548,0.02162722584112665,0.6671974522292994,0.6415094339622641,0.3584905660377359,0.3328025477707006
CLIP-ViT-B16,Pleural Effusion,Gender,Female,5712,0.8427268350870672,0.014266502586249334,0.8294374518366299,0.6987355689939527,0.3012644310060473,0.17056254816337013
CLIP-ViT-B16,Pleural Effusion,Gender,Male,6990,0.8260254961093284,0.023041084770468883,0.7858048162230672,0.7092198581560284,0.2907801418439716,0.2141951837769328
CLIP-ViT-B16,Pleural Effusion,Age,<50,2081,0.8449046401196209,0.03636958588835397,0.7149446494464945,0.8044132397191575,0.19558676028084254,0.2850553505535055
CLIP-ViT-B16,Pleural Effusion,Age,50-70,5288,0.8270764854096824,0.020272530538150937,0.7756240822320117,0.7323420074349443,0.26765799256505574,0.22437591776798826
CLIP-ViT-B16,Pleural Effusion,Age,70+,5333,0.8080482759039092,0.024887722419546697,0.8537941034316094,0.5774058577405857,0.4225941422594143,0.14620589656839056
CLIP-ViT-B16,Pleural Effusion,Race,White,9135,0.8287131167177721,0.016975515506278585,0.8146023872267866,0.6844262295081968,0.31557377049180324,0.18539761277321343
CLIP-ViT-B16,Pleural Effusion,Race,Black,1390,0.8148909887422954,0.04423546111203748,0.7313432835820896,0.7320819112627986,0.26791808873720135,0.26865671641791045
CLIP-ViT-B16,Pleural Effusion,Race,Asian,387,0.8287454172621637,0.047711116830119374,0.8007518796992481,0.71900826446281,0.28099173553719003,0.1992481203007519
CLIP-ViT-B16,Pleural Effusion,Race,Other,1046,0.8406383508630765,0.021129578394591227,0.7732283464566929,0.7615571776155717,0.23844282238442827,0.22677165354330708
CLIP-ViT-B16,Pneumonia,Gender,Female,2800,0.7138088966371441,0.027034833460172557,0.62677304964539,0.7063397129186603,0.29366028708133973,0.37322695035460995
CLIP-ViT-B16,Pneumonia,Gender,Male,3183,0.7202703756852026,0.02606039742112952,0.676737160120846,0.6530392684238838,0.3469607315761162,0.32326283987915405
CLIP-ViT-B16,Pneumonia,Age,<50,1330,0.7099542044377563,0.04323696327202226,0.5871743486973948,0.7509025270758123,0.2490974729241877,0.4128256513026052
CLIP-ViT-B16,Pneumonia,Age,50-70,2601,0.7184880874773988,0.029032761159419437,0.6162679425837321,0.7082262210796915,0.29177377892030854,0.3837320574162679
CLIP-ViT-B16,Pneumonia,Age,70+,2052,0.7113391839438095,0.031333809222933884,0.7334801762114538,0.5847902097902098,0.4152097902097902,0.2665198237885462
CLIP-ViT-B16,Pneumonia,Race,White,3927,0.7211737675520759,0.020348255601459055,0.6648318042813456,0.6701570680628273,0.32984293193717273,0.3351681957186544
CLIP-ViT-B16,Pneumonia,Race,Black,872,0.7261309362890872,0.04498652471166089,0.6728395061728395,0.6916058394160584,0.30839416058394165,0.3271604938271605
CLIP-ViT-B16,Pneumonia,Race,Asian,227,0.6281811085089775,0.12483345715198407,0.638095238095238,0.5573770491803278,0.4426229508196722,0.36190476190476195
CLIP-ViT-B16,Pneumonia,Race,Other,541,0.7054732868757259,0.03366628820606094,0.6097560975609756,0.6964285714285714,0.3035714285714286,0.3902439024390244
CLIP-ViT-B16,Pneumothorax,Gender,Female,3465,0.6951158843660444,0.02526519444944297,0.6535433070866141,0.6406360424028269,0.3593639575971731,0.3464566929133859
CLIP-ViT-B16,Pneumothorax,Gender,Male,4825,0.6575193788678299,0.03366837139294414,0.6197183098591549,0.6350822239624119,0.3649177760375881,0.3802816901408451
CLIP-ViT-B16,Pneumothorax,Age,<50,1761,0.7010101010101011,0.06057033478257704,0.6530612244897959,0.678030303030303,0.321969696969697,0.34693877551020413
CLIP-ViT-B16,Pneumothorax,Age,50-70,3471,0.6662488889667281,0.028546130691799208,0.5919629057187017,0.6678470254957507,0.3321529745042493,0.4080370942812983
CLIP-ViT-B16,Pneumothorax,Age,70+,3058,0.6663934781379411,0.04671098974707556,0.6654343807763401,0.5820421136273342,0.41795788637266584,0.3345656192236599
CLIP-ViT-B16,Pneumothorax,Race,White,5861,0.6717624118420711,0.026476875736979454,0.6354256233877902,0.6272882077479779,0.3727117922520221,0.3645743766122098
CLIP-ViT-B16,Pneumothorax,Race,Black,895,0.7130166757565239,0.024653645469488193,0.6506024096385542,0.6858710562414266,0.31412894375857336,0.3493975903614458
CLIP-ViT-B16,Pneumothorax,Race,Asian,289,0.7269916594765603,0.0765347361639486,0.8688524590163934,0.47368421052631576,0.5263157894736843,0.1311475409836066
CLIP-ViT-B16,Pneumothorax,Race,Other,653,0.6381012658227848,0.03740017530989732,0.5,0.701627486437613,0.29837251356238703,0.5
CLIP-ViT-B16,Support Devices,Gender,Female,4742,0.7415189942425169,0.003745455838969596,0.6393986292283882,0.7351598173515982,0.2648401826484018,0.3606013707716118
CLIP-ViT-B16,Support Devices,Gender,Male,6915,0.7491977821369042,0.005038157576772543,0.6519178495922682,0.7440273037542662,0.2559726962457338,0.3480821504077318
CLIP-ViT-B16,Support Devices,Age,<50,2244,0.8058534342505482,0.008374426676574809,0.6080568720379147,0.835820895522388,0.16417910447761197,0.3919431279620853
CLIP-ViT-B16,Support Devices,Age,50-70,5077,0.7222715106594044,0.008411789977350788,0.6407247271978588,0.7181818181818181,0.28181818181818186,0.3592752728021412
CLIP-ViT-B16,Support Devices,Age,70+,4336,0.7249759136162297,0.00679029041629818,0.6735280038295836,0.689873417721519,0.310126582278481,0.32647199617041645
CLIP-ViT-B16,Support Devices,Race,White,8281,0.7362353216370785,0.007623332743643173,0.6424524738763692,0.7514792899408284,0.24852071005917165,0.35754752612363083
CLIP-ViT-B16,Support Devices,Race,Black,1188,0.7049034866976014,0.008514888380126841,0.6131322094055013,0.6721311475409836,0.3278688524590164,0.3868677905944987
CLIP-ViT-B16,Support Devices,Race,Asian,359,0.7653250773993809,0.019756277286527384,0.6029411764705882,0.8421052631578947,0.1578947368421053,0.3970588235294118
CLIP-ViT-B16,Support Devices,Race,Other,878,0.7641852487135506,0.011804188840751793,0.6424242424242425,0.6981132075471698,0.30188679245283023,0.35757575757575755
ConvNeXtV2-Base,Atelectasis,Gender,Female,3185,0.6474551638837354,0.020405846008921334,0.5529220779220779,0.6857142857142857,0.3142857142857143,0.4470779220779221
ConvNeXtV2-Base,Atelectasis,Gender,Male,4254,0.6528825381448293,0.01802626103420207,0.5124727536933882,0.728,0.272,0.4875272463066118
ConvNeXtV2-Base,Atelectasis,Age,<50,1175,0.7583112680200059,0.01770932952866442,0.46601941747572817,0.8809523809523809,0.11904761904761907,0.5339805825242718
ConvNeXtV2-Base,Atelectasis,Age,50-70,3089,0.622690420682696,0.024888099461592067,0.5001681802892701,0.7068965517241379,0.2931034482758621,0.4998318197107299
ConvNeXtV2-Base,Atelectasis,Age,70+,3175,0.6168045260858668,0.013854673679012882,0.5813728649693845,0.6111111111111112,0.38888888888888884,0.41862713503061555
ConvNeXtV2-Base,Atelectasis,Race,White,5340,0.6523022382555447,0.01990322604859924,0.5396794748020853,0.7080745341614907,0.2919254658385093,0.46032052519791467
ConvNeXtV2-Base,Atelectasis,Race,Black,826,0.6114479498509917,0.02410224855225705,0.46514575411913817,0.7297297297297297,0.2702702702702703,0.5348542458808618
ConvNeXtV2-Base,Atelectasis,Race,Asian,197,0.634375,0.016883064487907547,0.5416666666666666,0.6,0.4,0.45833333333333337
ConvNeXtV2-Base,Atelectasis,Race,Other,620,0.6196013289036546,0.0120582401536057,0.47840531561461797,0.6111111111111112,0.38888888888888884,0.521594684385382
ConvNeXtV2-Base,Cardiomegaly,Gender,Female,4246,0.8177351380028888,0.023698311167711816,0.7712544112929098,0.7227635075287865,0.2772364924712135,0.22874558870709016
ConvNeXtV2-Base,Cardiomegaly,Gender,Male,5177,0.8163209664629523,0.015437098446328082,0.7391076115485564,0.7381126554498902,0.26188734455010976,0.2608923884514436
ConvNeXtV2-Base,Cardiomegaly,Age,<50,1629,0.8298785523137773,0.060242779926837256,0.6505771248688352,0.8298816568047337,0.1701183431952663,0.34942287513116477
ConvNeXtV2-Base,Cardiomegaly,Age,50-70,3968,0.8162446156758278,0.03315633362078865,0.7404905794525418,0.7445887445887446,0.2554112554112554,0.2595094205474582
ConvNeXtV2-Base,Cardiomegaly,Age,70+,3826,0.7771248748254692,0.021519289289448223,0.7962670041126226,0.6075187969924812,0.39248120300751876,0.20373299588737737
ConvNeXtV2-Base,Cardiomegaly,Race,White,6459,0.8178133002520949,0.017929373428010455,0.7622933668131409,0.7273809523809524,0.27261904761904765,0.23770663318685914
ConvNeXtV2-Base,Cardiomegaly,Race,Black,1333,0.818729416694493,0.023053266221137195,0.7478344562078922,0.7210884353741497,0.2789115646258503,0.25216554379210776
ConvNeXtV2-Base,Cardiomegaly,Race,Asian,281,0.7559544969783148,0.07810800852367106,0.6237113402061856,0.7471264367816092,0.25287356321839083,0.37628865979381443
ConvNeXtV2-Base,Cardiomegaly,Race,Other,748,0.8114819897972396,0.046132407435155745,0.7391304347826086,0.7579908675799086,0.24200913242009137,0.26086956521739135
ConvNeXtV2-Base,Consolidation,Gender,Female,1322,0.8831156802815598,0.022774901811286163,0.7827868852459017,0.8372881355932204,0.16271186440677965,0.21721311475409832
ConvNeXtV2-Base,Consolidation,Gender,Male,1566,0.8493077881457086,0.04883947666268917,0.781855249745158,0.7829059829059829,0.2170940170940171,0.21814475025484203
ConvNeXtV2-Base,Consolidation,Age,<50,589,0.862828590551363,0.05360775043979295,0.7194719471947195,0.8461538461538461,0.15384615384615385,0.2805280528052805
ConvNeXtV2-Base,Consolidation,Age,50-70,1206,0.8697593206214409,0.044006473517114716,0.7779349363507779,0.8356713426853707,0.1643286573146293,0.22206506364922207
ConvNeXtV2-Base,Consolidation,Age,70+,1093,0.8586351533719955,0.047206644493751004,0.813655761024182,0.7512820512820513,0.24871794871794872,0.18634423897581798
ConvNeXtV2-Base,Consolidation,Race,White,1925,0.8604120533496744,0.04112506910718758,0.7945768282662284,0.786723163841808,0.21327683615819204,0.20542317173377156
ConvNeXtV2-Base,Consolidation,Race,Black,419,0.856255707762557,0.05916947153700315,0.735,0.8584474885844748,0.14155251141552516,0.265
ConvNeXtV2-Base,Consolidation,Race,Asian,106,0.7883986928104575,0.12087047254809508,0.7361111111111112,0.7058823529411765,0.2941176470588235,0.26388888888888884
ConvNeXtV2-Base,Consolidation,Race,Other,236,0.8758184042017411,0.05529207277404875,0.7433628318584071,0.8536585365853658,0.14634146341463417,0.2566371681415929
ConvNeXtV2-Base,Edema,Gender,Female,3807,0.8762019444889817,0.026534052007985875,0.8196248196248196,0.7760416666666666,0.22395833333333337,0.1803751803751804
ConvNeXtV2-Base,Edema,Gender,Male,4454,0.8782171681481759,0.019530892263202062,0.8173652694610778,0.7882797731568998,0.2117202268431002,0.1826347305389222
ConvNeXtV2-Base,Edema,Age,<50,1290,0.8869662099820691,0.031805929360183754,0.7609108159392789,0.8440366972477065,0.15596330275229353,0.2390891840607211
ConvNeXtV2-Base,Edema,Age,50-70,3485,0.8822633989731952,0.020081292961433704,0.8172103487064117,0.8031634446397188,0.19683655536028122,0.18278965129358826
ConvNeXtV2-Base,Edema,Age,70+,3486,0.860390890344493,0.03151789467309535,0.8338068181818182,0.7234352256186317,0.2765647743813683,0.16619318181818177
ConvNeXtV2-Base,Edema,Race,White,5718,0.8771799196952752,0.025085597352781163,0.8243372724369211,0.7804406648627754,0.2195593351372246,0.17566272756307888
ConvNeXtV2-Base,Edema,Race,Black,1093,0.883271375464684,0.026154425664448366,0.8072072072072072,0.8085501858736059,0.19144981412639406,0.19279279279279282
ConvNeXtV2-Base,Edema,Race,Asian,228,0.8464618464618465,0.06183815772249196,0.7777777777777778,0.7927927927927928,0.2072072072072072,0.2222222222222222
ConvNeXtV2-Base,Edema,Race,Other,685,0.8499665964335268,0.06125201073573,0.780564263322884,0.7650273224043715,0.23497267759562845,0.21943573667711602
ConvNeXtV2-Base,Enlarged Cardiomediastinum,Gender,Female,882,0.7365898110603055,0.09969206242110021,0.625,0.7341040462427746,0.2658959537572254,0.375
ConvNeXtV2-Base,Enlarged Cardiomediastinum,Gender,Male,1124,0.7479437910394786,0.10491291646364428,0.6854460093896714,0.709278350515464,0.29072164948453605,0.3145539906103286
ConvNeXtV2-Base,Enlarged Cardiomediastinum,Age,<50,483,0.7215676141257538,0.13370295575185373,0.4666666666666667,0.8217054263565892,0.17829457364341084,0.5333333333333333
ConvNeXtV2-Base,Enlarged Cardiomediastinum,Age,50-70,891,0.7549095607235143,0.08296238529409326,0.6686046511627907,0.744,0.256,0.33139534883720934
ConvNeXtV2-Base,Enlarged Cardiomediastinum,Age,70+,632,0.6874738165060746,0.10815404211218574,0.7442396313364056,0.5404040404040404,0.45959595959595956,0.2557603686635944
ConvNeXtV2-Base,Enlarged Cardiomediastinum,Race,White,1346,0.7269284128745839,0.10264844788884574,0.6642156862745098,0.6886792452830188,0.3113207547169812,0.3357843137254902
ConvNeXtV2-Base,Enlarged Cardiomediastinum,Race,Black,223,0.7479773462783171,0.11628241009850415,0.65,0.7766990291262136,0.22330097087378642,0.35
ConvNeXtV2-Base,Enlarged Cardiomediastinum,Race,Asian,71,0.7466666666666667,0.16858442928936998,0.72,0.8571428571428571,0.1428571428571429,0.28
ConvNeXtV2-Base,Enlarged Cardiomediastinum,Race,Other,194,0.7288807890222985,0.1189521800690697,0.6226415094339622,0.7159090909090909,0.28409090909090906,0.37735849056603776
ConvNeXtV2-Base,Lung Opacity,Gender,Female,3716,0.7009759170010544,0.017674006396392127,0.6640113798008535,0.6268656716417911,0.3731343283582089,0.33598862019914655
ConvNeXtV2-Base,Lung Opacity,Gender,Male,4738,0.6851528206288509,0.021767941752417475,0.6737525173416872,0.6096654275092936,0.39033457249070636,0.3262474826583128
ConvNeXtV2-Base,Lung Opacity,Age,<50,1454,0.7130588285597356,0.03498676878665974,0.560480841472577,0.7723577235772358,0.22764227642276424,0.43951915852742296
ConvNeXtV2-Base,Lung Opacity,Age,50-70,3409,0.6913464779238288,0.019271343980414954,0.6558139534883721,0.6358695652173914,0.36413043478260865,0.3441860465116279
ConvNeXtV2-Base,Lung Opacity,Age,70+,3591,0.6553625502000845,0.019100284079769415,0.7246207701283547,0.4785276073619632,0.5214723926380368,0.2753792298716453
ConvNeXtV2-Base,Lung Opacity,Race,White,5827,0.6819201593842422,0.021260019850360364,0.6861788617886179,0.5787671232876712,0.4212328767123288,0.31382113821138213
ConvNeXtV2-Base,Lung Opacity,Race,Black,1098,0.6550589390962671,0.024771192439039837,0.6218074656188605,0.6,0.4,0.37819253438113953
ConvNeXtV2-Base,Lung Opacity,Race,Asian,293,0.8093525179856116,0.01181205170216721,0.6726618705035972,0.8,0.19999999999999996,0.32733812949640284
ConvNeXtV2-Base,Lung Opacity,Race,Other,681,0.7455534190602091,0.02488480765924079,0.6098726114649682,0.7924528301886793,0.2075471698113207,0.3901273885350318
ConvNeXtV2-Base,Pleural Effusion,Gender,Female,5712,0.8781184480341154,0.015677617768116592,0.8150526586180323,0.7850467289719626,0.2149532710280374,0.18494734138196767
ConvNeXtV2-Base,Pleural Effusion,Gender,Male,6990,0.8600111012233818,0.022847200974551767,0.7659484579636671,0.8000886524822695,0.19991134751773054,0.23405154203633294
ConvNeXtV2-Base,Pleural Effusion,Age,<50,2081,0.8778688463915733,0.023473965599439903,0.6928044280442804,0.8816449348044132,0.1183550651955868,0.30719557195571956
ConvNeXtV2-Base,Pleural Effusion,Age,50-70,5288,0.8593558721164637,0.023764188154326175,0.7459618208516887,0.8088157195963888,0.19118428040361124,0.2540381791483113
ConvNeXtV2-Base,Pleural Effusion,Age,70+,5333,0.8494557029349371,0.024066566999509462,0.8477525374577091,0.695397489539749,0.304602510460251,0.15224746254229093
ConvNeXtV2-Base,Pleural Effusion,Race,White,9135,0.8677604253179015,0.01668949911098706,0.7998759882188808,0.7812965722801788,0.2187034277198212,0.20012401178111916
ConvNeXtV2-Base,Pleural Effusion,Race,Black,1390,0.8452299084780873,0.036791410779568615,0.7089552238805971,0.8122866894197952,0.1877133105802048,0.29104477611940294
ConvNeXtV2-Base,Pleural Effusion,Race,Asian,387,0.8371030882992606,0.06898327144461314,0.7819548872180451,0.71900826446281,0.28099173553719003,0.21804511278195493
ConvNeXtV2-Base,Pleural Effusion,Race,Other,1046,0.8686361285131329,0.03265084643175885,0.7496062992125985,0.8345498783454988,0.16545012165450124,0.25039370078740153
ConvNeXtV2-Base,Pneumonia,Gender,Female,2800,0.7348336387390139,0.02741450850028851,0.5921985815602837,0.7649521531100478,0.23504784688995217,0.4078014184397163
ConvNeXtV2-Base,Pneumonia,Gender,Male,3183,0.741480980093576,0.0359074779243051,0.6374622356495468,0.7369553523399677,0.2630446476600323,0.36253776435045315
ConvNeXtV2-Base,Pneumonia,Age,<50,1330,0.7349958641711822,0.041372695405327654,0.5230460921843687,0.8182912154031288,0.18170878459687123,0.4769539078156313
ConvNeXtV2-Base,Pneumonia,Age,50-70,2601,0.7410013406969164,0.035711223510655705,0.6019138755980862,0.7712082262210797,0.22879177377892035,0.3980861244019138
ConvNeXtV2-Base,Pneumonia,Age,70+,2052,0.7315432364991835,0.04141243766456556,0.6850220264317181,0.6722027972027972,0.3277972027972028,0.31497797356828194
ConvNeXtV2-Base,Pneumonia,Race,White,3927,0.7438576407234845,0.03637148143308476,0.6440366972477064,0.7382198952879581,0.26178010471204194,0.3559633027522936
ConvNeXtV2-Base,Pneumonia,Race,Black,872,0.7422614220059476,0.02718391606969278,0.5802469135802469,0.7737226277372263,0.22627737226277367,0.41975308641975306
ConvNeXtV2-Base,Pneumonia,Race,Asian,227,0.6480093676814989,0.09340128938804355,0.5904761904761905,0.639344262295082,0.360655737704918,0.4095238095238095
ConvNeXtV2-Base,Pneumonia,Race,Other,541,0.7240853658536585,0.045941054282694634,0.5463414634146342,0.7708333333333334,0.22916666666666663,0.4536585365853658
ConvNeXtV2-Base,Pneumothorax,Gender,Female,3465,0.7124988175064689,0.031403683292228,0.6299212598425197,0.6886925795053004,0.3113074204946996,0.3700787401574803
ConvNeXtV2-Base,Pneumothorax,Gender,Male,4825,0.6824575749984113,0.04037051389935712,0.6197183098591549,0.6465674758548682,0.3534325241451318,0.3802816901408451
ConvNeXtV2-Base,Pneumothorax,Age,<50,1761,0.7126365697794269,0.057321201678546145,0.6666666666666666,0.6681818181818182,0.3318181818181818,0.33333333333333337
ConvNeXtV2-Base,Pneumothorax,Age,50-70,3471,0.6785758852143912,0.04384087453132437,0.5641421947449768,0.6908640226628895,0.3091359773371105,0.43585780525502316
ConvNeXtV2-Base,Pneumothorax,Age,70+,3058,0.7031813979174516,0.04318810878256637,0.6598890942698706,0.6328963051251489,0.36710369487485106,0.34011090573012936
ConvNeXtV2-Base,Pneumothorax,Race,White,5861,0.6876585671369277,0.041045549215725285,0.6122098022355976,0.6583652618135377,0.3416347381864623,0.3877901977644024
ConvNeXtV2-Base,Pneumothorax,Race,Black,895,0.7519130018014443,0.0181134334313493,0.6987951807228916,0.7037037037037037,0.2962962962962963,0.3012048192771084
ConvNeXtV2-Base,Pneumothorax,Race,Asian,289,0.7231090020132298,0.0819670626911939,0.819672131147541,0.4649122807017544,0.5350877192982456,0.180327868852459
ConvNeXtV2-Base,Pneumothorax,Race,Other,653,0.7307594936708861,0.02216486818296619,0.63,0.7179023508137432,0.2820976491862568,0.37
ConvNeXtV2-Base,Support Devices,Gender,Female,4742,0.7336606305468649,0.021147087467038438,0.713906699093522,0.6301369863013698,0.36986301369863017,0.286093300906478
ConvNeXtV2-Base,Support Devices,Gender,Male,6915,0.758838827653813,0.007946806260797896,0.713832678948958,0.7167235494880546,0.2832764505119454,0.28616732105104203
ConvNeXtV2-Base,Support Devices,Age,<50,2244,0.7884310674117564,0.01801782484020161,0.7014218009478673,0.7910447761194029,0.20895522388059706,0.2985781990521327
ConvNeXtV2-Base,Support Devices,Age,50-70,5077,0.7499260673442267,0.013444250096765954,0.7160798847024913,0.6727272727272727,0.32727272727272727,0.2839201152975087
ConvNeXtV2-Base,Support Devices,Age,70+,4336,0.7059613042398094,0.01432724161770033,0.7175682144566778,0.5949367088607594,0.40506329113924056,0.28243178554332216
ConvNeXtV2-Base,Support Devices,Race,White,8281,0.7319071461083295,0.01549756734501118,0.7085484074027446,0.6568047337278107,0.3431952662721893,0.2914515925972554
ConvNeXtV2-Base,Support Devices,Race,Black,1188,0.731391915283576,0.019850657478069106,0.686779059449867,0.7213114754098361,0.2786885245901639,0.31322094055013305
ConvNeXtV2-Base,Support Devices,Race,Asian,359,0.8419504643962847,0.016328361905759065,0.6617647058823529,0.8421052631578947,0.1578947368421053,0.3382352941176471
ConvNeXtV2-Base,Support Devices,Race,Other,878,0.7678216123499142,0.02113494778591922,0.7284848484848485,0.7169811320754716,0.28301886792452835,0.2715151515151515
