model,model_group,label_source,attribute,finding,auroc_baseline,auroc_residualized,auroc_drop
XRV-DenseNet-nih,clean,impression_fixed.json,bmi,Pneumothorax,0.6672492435065217,0.6460388687282573,0.021210374778264374
XRV-DenseNet-nih,clean,impression_fixed.json,bmi,Support Devices,0.6380333311956323,0.6378000394466339,0.00023329174899844318
CLIP-ViT-B16,clean,impression_fixed.json,sex,Atelectasis,0.7971172737423851,0.7993257855234703,-0.002208511781085276
CLIP-ViT-B16,clean,impression_fixed.json,sex,Cardiomegaly,0.846773946007336,0.8466430655527759,0.00013088045456011166
CLIP-ViT-B16,clean,impression_fixed.json,sex,Consolidation,0.9003163020880341,0.899886419077625,0.0004298830104091378
CLIP-ViT-B16,clean,impression_fixed.json,sex,Edema,0.8520510731671167,0.8520541359601158,-3.062792999108943e-06
CLIP-ViT-B16,clean,impression_fixed.json,sex,Enlarged Cardiomediastinum,0.8009887023334044,0.8005951412103987,0.00039356112300570345
CLIP-ViT-B16,clean,impression_fixed.json,sex,Lung Opacity,0.8082540928385953,0.807791927476797,0.0004621653617983279
CLIP-ViT-B16,clean,impression_fixed.json,sex,Pleural Effusion,0.8977020024871296,0.8977229533477464,-2.095086061681961e-05
CLIP-ViT-B16,clean,impression_fixed.json,sex,Pneumonia,0.7626156075523163,0.7632602395260624,-0.0006446319737460904
CLIP-ViT-B16,clean,impression_fixed.json,sex,Pneumothorax,0.752297351910501,0.7517168950586255,0.000580456851875466
CLIP-ViT-B16,clean,impression_fixed.json,sex,Support Devices,0.7035750187358096,0.7037597217264743,-0.00018470299066464246
CLIP-ViT-B16,clean,impression_fixed.json,race_black_vs_white,Atelectasis,0.7374389893769738,0.7371313727902875,0.0003076165866863212
CLIP-ViT-B16,clean,impression_fixed.json,race_black_vs_white,Cardiomegaly,0.8407506182417688,0.8401157781267368,0.0006348401150320093
CLIP-ViT-B16,clean,impression_fixed.json,race_black_vs_white,Consolidation,0.8941579081164531,0.8932580628326018,0.0008998452838513415
CLIP-ViT-B16,clean,impression_fixed.json,race_black_vs_white,Edema,0.8494612646899761,0.8494626672082257,-1.4025182496490984e-06
CLIP-ViT-B16,clean,impression_fixed.json,race_black_vs_white,Enlarged Cardiomediastinum,0.7983471385292211,0.7984068885087513,-5.974997953017702e-05
CLIP-ViT-B16,clean,impression_fixed.json,race_black_vs_white,Lung Opacity,0.7785063537663435,0.778373976414653,0.00013237735169047138
CLIP-ViT-B16,clean,impression_fixed.json,race_black_vs_white,Pleural Effusion,0.8922758136497262,0.8914242303738014,0.0008515832759248276
CLIP-ViT-B16,clean,impression_fixed.json,race_black_vs_white,Pneumonia,0.750498670212766,0.7502216312056738,0.00027703900709219464
CLIP-ViT-B16,clean,impression_fixed.json,race_black_vs_white,Pneumothorax,0.7442780967339044,0.742173262465007,0.002104834268897404
CLIP-ViT-B16,clean,impression_fixed.json,race_black_vs_white,Support Devices,0.6927517785668256,0.6930589038739509,-0.00030712530712528885
CLIP-ViT-B16,clean,impression_fixed.json,age,Atelectasis,0.7971172737423851,0.785095902415582,0.012021371326803032
CLIP-ViT-B16,clean,impression_fixed.json,age,Cardiomegaly,0.846773946007336,0.8348668088872518,0.011907137120084177
CLIP-ViT-B16,clean,impression_fixed.json,age,Consolidation,0.9003163020880341,0.8988890966966934,0.00142720539134078
CLIP-ViT-B16,clean,impression_fixed.json,age,Edema,0.8520510731671167,0.8470349839326428,0.005016089234473942
CLIP-ViT-B16,clean,impression_fixed.json,age,Enlarged Cardiomediastinum,0.8009887023334044,0.7882791404257805,0.012709561907623845
CLIP-ViT-B16,clean,impression_fixed.json,age,Lung Opacity,0.8082540928385953,0.795381224286901,0.012872868551694339
CLIP-ViT-B16,clean,impression_fixed.json,age,Pleural Effusion,0.8977020024871296,0.8900101327740356,0.007691869713093991
CLIP-ViT-B16,clean,impression_fixed.json,age,Pneumonia,0.7626156075523163,0.7661104718066745,-0.0034948642543581876
CLIP-ViT-B16,clean,impression_fixed.json,age,Pneumothorax,0.752297351910501,0.7575855989361175,-0.005288247025616588
CLIP-ViT-B16,clean,impression_fixed.json,age,Support Devices,0.7035750187358096,0.7037766913137415,-0.00020167257793191062
CLIP-ViT-B16,clean,impression_fixed.json,bmi,Atelectasis,0.7837101647738267,0.7834124704166233,0.000297694357203393
CLIP-ViT-B16,clean,impression_fixed.json,bmi,Cardiomegaly,0.8473236156555634,0.8426272595612294,0.004696356094333942
CLIP-ViT-B16,clean,impression_fixed.json,bmi,Consolidation,0.8977581058677115,0.8962601749363447,0.0014979309313668532
CLIP-ViT-B16,clean,impression_fixed.json,bmi,Edema,0.8504056363777401,0.850680769217208,-0.00027513283946789535
CLIP-ViT-B16,clean,impression_fixed.json,bmi,Enlarged Cardiomediastinum,0.7883034623503224,0.7892486579623146,-0.0009451956119921334
CLIP-ViT-B16,clean,impression_fixed.json,bmi,Lung Opacity,0.8069470843760114,0.8077452173556319,-0.0007981329796205028
CLIP-ViT-B16,clean,impression_fixed.json,bmi,Pleural Effusion,0.8929059841337015,0.8924992164086064,0.00040676772509506964
CLIP-ViT-B16,clean,impression_fixed.json,bmi,Pneumonia,0.7570933809452105,0.7529416826209477,0.004151698324262765
CLIP-ViT-B16,clean,impression_fixed.json,bmi,Pneumothorax,0.744402521256769,0.7315545624444678,0.012847958812301163
CLIP-ViT-B16,clean,impression_fixed.json,bmi,Support Devices,0.7047559814286215,0.7059756810291942,-0.0012196996005726657
ConvNeXtV2-Base,clean,impression_fixed.json,sex,Atelectasis,0.784477519116878,0.7862513957794456,-0.001773876662567564
ConvNeXtV2-Base,clean,impression_fixed.json,sex,Cardiomegaly,0.8760921625771143,0.8760238091583918,6.835341872246659e-05
ConvNeXtV2-Base,clean,impression_fixed.json,sex,Consolidation,0.9161999520491245,0.91616645467169,3.3497377434521525e-05
ConvNeXtV2-Base,clean,impression_fixed.json,sex,Edema,0.8740435676834866,0.873878340939725,0.00016522674376151514
ConvNeXtV2-Base,clean,impression_fixed.json,sex,Enlarged Cardiomediastinum,0.8188287487427329,0.816149778595784,0.0026789701469489557
ConvNeXtV2-Base,clean,impression_fixed.json,sex,Lung Opacity,0.8203033573376763,0.8199453198071804,0.0003580375304959027
ConvNeXtV2-Base,clean,impression_fixed.json,sex,Pleural Effusion,0.9208826025408575,0.921047606700808,-0.0001650041599504659
ConvNeXtV2-Base,clean,impression_fixed.json,sex,Pneumonia,0.7653805992413587,0.7662596428419213,-0.0008790436005625679
ConvNeXtV2-Base,clean,impression_fixed.json,sex,Pneumothorax,0.7822600323522535,0.7814027528509971,0.0008572795012563583
ConvNeXtV2-Base,clean,impression_fixed.json,sex,Support Devices,0.7156368166624262,0.7155853307037785,5.148595864767902e-05
ConvNeXtV2-Base,clean,impression_fixed.json,race_black_vs_white,Atelectasis,0.7229399942578236,0.7190332636069071,0.003906730650916512
ConvNeXtV2-Base,clean,impression_fixed.json,race_black_vs_white,Cardiomegaly,0.8630905001510636,0.8622561068858892,0.0008343932651744268
ConvNeXtV2-Base,clean,impression_fixed.json,race_black_vs_white,Consolidation,0.9110445276106878,0.9096530923869217,0.0013914352237660577
ConvNeXtV2-Base,clean,impression_fixed.json,race_black_vs_white,Edema,0.8647760627161281,0.8647164556905216,5.960702560647846e-05
ConvNeXtV2-Base,clean,impression_fixed.json,race_black_vs_white,Enlarged Cardiomediastinum,0.804500279939719,0.8043442661042791,0.00015601383543983882
ConvNeXtV2-Base,clean,impression_fixed.json,race_black_vs_white,Lung Opacity,0.778791900723917,0.7783233819294519,0.00046851879446507816
ConvNeXtV2-Base,clean,impression_fixed.json,race_black_vs_white,Pleural Effusion,0.9154659866163521,0.9145208153350985,0.0009451712812535984
ConvNeXtV2-Base,clean,impression_fixed.json,race_black_vs_white,Pneumonia,0.7187915558510638,0.7176556959219857,0.0011358599290780536
ConvNeXtV2-Base,clean,impression_fixed.json,race_black_vs_white,Pneumothorax,0.7787400051071118,0.7771995865784157,0.0015404185286961303
ConvNeXtV2-Base,clean,impression_fixed.json,race_black_vs_white,Support Devices,0.7045322966169361,0.7039321667064614,0.0006001299104746449
ConvNeXtV2-Base,clean,impression_fixed.json,age,Atelectasis,0.784477519116878,0.7803219833495879,0.004155535767290108
ConvNeXtV2-Base,clean,impression_fixed.json,age,Cardiomegaly,0.8760921625771143,0.8662454333947802,0.00984672918233409
ConvNeXtV2-Base,clean,impression_fixed.json,age,Consolidation,0.9161999520491245,0.9148575756645275,0.0013423763845969994
ConvNeXtV2-Base,clean,impression_fixed.json,age,Edema,0.8740435676834866,0.8694239460642152,0.004619621619271319
ConvNeXtV2-Base,clean,impression_fixed.json,age,Enlarged Cardiomediastinum,0.8188287487427329,0.8094433802017471,0.009385368540985817
ConvNeXtV2-Base,clean,impression_fixed.json,age,Lung Opacity,0.8203033573376763,0.8132418944462976,0.007061462891378767
ConvNeXtV2-Base,clean,impression_fixed.json,age,Pleural Effusion,0.9208826025408575,0.9160413834993301,0.004841219041527456
ConvNeXtV2-Base,clean,impression_fixed.json,age,Pneumonia,0.7653805992413587,0.76644610663598,-0.0010655073946213012
ConvNeXtV2-Base,clean,impression_fixed.json,age,Pneumothorax,0.7822600323522535,0.7860112075477548,-0.0037511751955012773
ConvNeXtV2-Base,clean,impression_fixed.json,age,Support Devices,0.7156368166624262,0.7156737572605592,-3.69405981329729e-05
ConvNeXtV2-Base,clean,impression_fixed.json,bmi,Atelectasis,0.8021300031257907,0.8029263355313101,-0.000796332405519351
ConvNeXtV2-Base,clean,impression_fixed.json,bmi,Cardiomegaly,0.8705561962488154,0.8656817125283842,0.0048744837204312
ConvNeXtV2-Base,clean,impression_fixed.json,bmi,Consolidation,0.9066214593860077,0.9047101544875262,0.0019113048984814585
ConvNeXtV2-Base,clean,impression_fixed.json,bmi,Edema,0.8699621050516021,0.8702286434331289,-0.000266538381526793
ConvNeXtV2-Base,clean,impression_fixed.json,bmi,Enlarged Cardiomediastinum,0.8108045738030409,0.8115462795640893,-0.0007417057610483724
ConvNeXtV2-Base,clean,impression_fixed.json,bmi,Lung Opacity,0.8117971894414893,0.812481140632763,-0.000683951191273735
ConvNeXtV2-Base,clean,impression_fixed.json,bmi,Pleural Effusion,0.9164764500860569,0.9157423971377461,0.0007340529483108593
ConvNeXtV2-Base,clean,impression_fixed.json,bmi,Pneumonia,0.7630950588336524,0.7588573149482651,0.004237743885387224
ConvNeXtV2-Base,clean,impression_fixed.json,bmi,Pneumothorax,0.7821994695534825,0.7721856233800153,0.010013846173467233
ConvNeXtV2-Base,clean,impression_fixed.json,bmi,Support Devices,0.7120557867364928,0.7124904257211414,-0.0004346389846485721
RAD-DINO,overlap,impression_fixed.json,sex,Atelectasis,0.8328174249812718,0.8338174391157472,-0.0010000141344754798
RAD-DINO,overlap,impression_fixed.json,sex,Cardiomegaly,0.9424478425046284,0.9422264399550033,0.00022140254962510486
RAD-DINO,overlap,impression_fixed.json,sex,Consolidation,0.9539099348569057,0.9539490151305793,-3.9080273673608446e-05
RAD-DINO,overlap,impression_fixed.json,sex,Edema,0.8973480861508979,0.8973848396668884,-3.675351599052856e-05
RAD-DINO,overlap,impression_fixed.json,sex,Enlarged Cardiomediastinum,0.8800515009995535,0.8791809087380585,0.0008705922614949957
RAD-DINO,overlap,impression_fixed.json,sex,Lung Opacity,0.8656519435669014,0.865954123579852,-0.0003021800129505703
RAD-DINO,overlap,impression_fixed.json,sex,Pleural Effusion,0.9523282740876766,0.9522899430469998,3.8331040676853334e-05
RAD-DINO,overlap,impression_fixed.json,sex,Pneumonia,0.8725919532881558,0.8727198141755104,-0.00012786088735461387
RAD-DINO,overlap,impression_fixed.json,sex,Pneumothorax,0.8586406255873322,0.8581421430681464,0.0004984825191858278
RAD-DINO,overlap,impression_fixed.json,sex,Support Devices,0.810671238373524,0.8110102838007627,-0.00033904542723872666
RAD-DINO,overlap,impression_fixed.json,race_black_vs_white,Atelectasis,0.8221053279192814,0.821213239817891,0.0008920881013904092
RAD-DINO,overlap,impression_fixed.json,race_black_vs_white,Cardiomegaly,0.9364413891883222,0.9345969212865397,0.0018444679017824983
RAD-DINO,overlap,impression_fixed.json,race_black_vs_white,Consolidation,0.9484895394037957,0.9479748009649978,0.0005147384387979015
RAD-DINO,overlap,impression_fixed.json,race_black_vs_white,Edema,0.8897445341058777,0.8897997933249107,-5.525921903293263e-05
RAD-DINO,overlap,impression_fixed.json,race_black_vs_white,Enlarged Cardiomediastinum,0.8712255163394064,0.8716426597150149,-0.00041714337560849746
RAD-DINO,overlap,impression_fixed.json,race_black_vs_white,Lung Opacity,0.851572414223288,0.8513488974907214,0.00022351673256659765
RAD-DINO,overlap,impression_fixed.json,race_black_vs_white,Pleural Effusion,0.9480989190303832,0.9473098966894284,0.0007890223409547925
RAD-DINO,overlap,impression_fixed.json,race_black_vs_white,Pneumonia,0.8367132092198581,0.8363669104609929,0.00034629875886527106
RAD-DINO,overlap,impression_fixed.json,race_black_vs_white,Pneumothorax,0.8521926109028847,0.8515799646171249,0.0006126462857597437
RAD-DINO,overlap,impression_fixed.json,race_black_vs_white,Support Devices,0.8234411384881604,0.823459110292966,-1.7971804805672065e-05
RAD-DINO,overlap,impression_fixed.json,age,Atelectasis,0.8328174249812718,0.8310541491752534,0.0017632758060183162
RAD-DINO,overlap,impression_fixed.json,age,Cardiomegaly,0.9424478425046284,0.9343396491323805,0.008108193372247885
RAD-DINO,overlap,impression_fixed.json,age,Consolidation,0.9539099348569057,0.9522141301242848,0.0016958047326208758
RAD-DINO,overlap,impression_fixed.json,age,Edema,0.8973480861508979,0.8946254819455188,0.0027226042053790644
RAD-DINO,overlap,impression_fixed.json,age,Enlarged Cardiomediastinum,0.8800515009995535,0.8753654943302992,0.004686006669254339
RAD-DINO,overlap,impression_fixed.json,age,Lung Opacity,0.8656519435669014,0.8613295920569826,0.004322351509918887
RAD-DINO,overlap,impression_fixed.json,age,Pleural Effusion,0.9523282740876766,0.9471995507309494,0.005128723356727205
RAD-DINO,overlap,impression_fixed.json,age,Pneumonia,0.8725919532881558,0.8718887184077058,0.0007032348804499877
RAD-DINO,overlap,impression_fixed.json,age,Pneumothorax,0.8586406255873322,0.8582605386393236,0.00038008694800861775
RAD-DINO,overlap,impression_fixed.json,age,Support Devices,0.810671238373524,0.8121107673070166,-0.0014395289334926398
RAD-DINO,overlap,impression_fixed.json,bmi,Atelectasis,0.7545286754089575,0.7554366431984281,-0.000907967789470554
RAD-DINO,overlap,impression_fixed.json,bmi,Cardiomegaly,0.9405163242682686,0.9369459493286131,0.0035703749396555073
RAD-DINO,overlap,impression_fixed.json,bmi,Consolidation,0.946547227975743,0.9457004160125243,0.0008468119632186744
RAD-DINO,overlap,impression_fixed.json,bmi,Edema,0.8975484418908866,0.8977610996322454,-0.00021265774135881266
RAD-DINO,overlap,impression_fixed.json,bmi,Enlarged Cardiomediastinum,0.8716325563117612,0.8712934065601884,0.00033914975157278704
RAD-DINO,overlap,impression_fixed.json,bmi,Lung Opacity,0.8634312880890846,0.8638242010693432,-0.000392912980258564
RAD-DINO,overlap,impression_fixed.json,bmi,Pleural Effusion,0.9500525033857411,0.9487829564175859,0.0012695469681551774
RAD-DINO,overlap,impression_fixed.json,bmi,Pneumonia,0.8385570159399401,0.8326736506980447,0.005883365241895477
RAD-DINO,overlap,impression_fixed.json,bmi,Pneumothorax,0.8529419375659754,0.8468377731597168,0.006104164406258605
RAD-DINO,overlap,impression_fixed.json,bmi,Support Devices,0.7912503493931148,0.7909079138901762,0.00034243550293855396
CheXzero,overlap,impression_fixed.json,sex,Atelectasis,0.8317538057075011,0.829933991999887,0.001819813707614082
CheXzero,overlap,impression_fixed.json,sex,Cardiomegaly,0.9386587041328665,0.9387969741462077,-0.00013827001334121292
CheXzero,overlap,impression_fixed.json,sex,Consolidation,0.956172868799147,0.9560533017713598,0.00011956702778714856
CheXzero,overlap,impression_fixed.json,sex,Edema,0.8979090148116122,0.8978736286139248,3.5386197687392595e-05
CheXzero,overlap,impression_fixed.json,sex,Enlarged Cardiomediastinum,0.8619188921859545,0.8602862186830935,0.001632673502861004
CheXzero,overlap,impression_fixed.json,sex,Lung Opacity,0.8653478013460746,0.8655470308524486,-0.00019922950637396575
CheXzero,overlap,impression_fixed.json,sex,Pleural Effusion,0.9573939297613148,0.9575038034738721,-0.00010987371255732903
CheXzero,overlap,impression_fixed.json,sex,Pneumonia,0.8599177428291351,0.8594915398712868,0.00042620295784834283
CheXzero,overlap,impression_fixed.json,sex,Pneumothorax,0.8021681149152723,0.8016257782517849,0.0005423366634873528
CheXzero,overlap,impression_fixed.json,sex,Support Devices,0.7570560005614971,0.7557803955322193,0.0012756050292778154
CheXzero,overlap,impression_fixed.json,race_black_vs_white,Atelectasis,0.8466223698781838,0.8469504942373159,-0.00032812435913209814
CheXzero,overlap,impression_fixed.json,race_black_vs_white,Cardiomegaly,0.9344507066419494,0.9333123211947825,0.0011383854471669341
CheXzero,overlap,impression_fixed.json,race_black_vs_white,Consolidation,0.9512686219151469,0.9509605364391044,0.0003080854760425522
CheXzero,overlap,impression_fixed.json,race_black_vs_white,Edema,0.8930649960617287,0.8930656973208535,-7.012591247690381e-07
CheXzero,overlap,impression_fixed.json,race_black_vs_white,Enlarged Cardiomediastinum,0.8544866702221594,0.8547920590064242,-0.0003053887842647818
CheXzero,overlap,impression_fixed.json,race_black_vs_white,Lung Opacity,0.8496158631037984,0.8493538807009763,0.00026198240282215846
CheXzero,overlap,impression_fixed.json,race_black_vs_white,Pleural Effusion,0.9543878978433427,0.9537834612313095,0.0006044366120331324
CheXzero,overlap,impression_fixed.json,race_black_vs_white,Pneumonia,0.8579066932624112,0.8573110593971631,0.0005956338652480797
CheXzero,overlap,impression_fixed.json,race_black_vs_white,Pneumothorax,0.7918575299273494,0.7904789648245457,0.0013785651028036527
CheXzero,overlap,impression_fixed.json,race_black_vs_white,Support Devices,0.7519881309066262,0.7518401844420652,0.00014794646456095517
CheXzero,overlap,impression_fixed.json,age,Atelectasis,0.8317538057075011,0.8281989851446663,0.0035548205628348484
CheXzero,overlap,impression_fixed.json,age,Cardiomegaly,0.9386587041328665,0.9313359355948794,0.007322768537987079
CheXzero,overlap,impression_fixed.json,age,Consolidation,0.956172868799147,0.9544734972161508,0.0016993715829961564
CheXzero,overlap,impression_fixed.json,age,Edema,0.8979090148116122,0.8945647183201236,0.0033442964914885964
CheXzero,overlap,impression_fixed.json,age,Enlarged Cardiomediastinum,0.8619188921859545,0.8576848756505445,0.004234016535410001
CheXzero,overlap,impression_fixed.json,age,Lung Opacity,0.8653478013460746,0.8574852343857308,0.00786256696034382
CheXzero,overlap,impression_fixed.json,age,Pleural Effusion,0.9573939297613148,0.9531017781408402,0.004292151620474582
CheXzero,overlap,impression_fixed.json,age,Pneumonia,0.8599177428291351,0.8590866470613306,0.0008310957678044906
CheXzero,overlap,impression_fixed.json,age,Pneumothorax,0.8021681149152723,0.804071469725456,-0.0019033548101836661
CheXzero,overlap,impression_fixed.json,age,Support Devices,0.7570560005614971,0.7571837919431632,-0.00012779138166607584
CheXzero,overlap,impression_fixed.json,bmi,Atelectasis,0.8195079112275427,0.8198130479436762,-0.000305136716133414
CheXzero,overlap,impression_fixed.json,bmi,Cardiomegaly,0.9392578090078494,0.9364634179048437,0.0027943911030057222
CheXzero,overlap,impression_fixed.json,bmi,Consolidation,0.9522492601045748,0.9509706592435255,0.0012786008610492505
CheXzero,overlap,impression_fixed.json,bmi,Edema,0.8970991060000775,0.8972336423224605,-0.0001345363223830276
CheXzero,overlap,impression_fixed.json,bmi,Enlarged Cardiomediastinum,0.8556969416802511,0.8564084188764853,-0.0007114771962342115
CheXzero,overlap,impression_fixed.json,bmi,Lung Opacity,0.8614537324454048,0.8624011450085922,-0.000947412563187422
CheXzero,overlap,impression_fixed.json,bmi,Pleural Effusion,0.9553649399664023,0.9545850317285455,0.0007799082378567856
CheXzero,overlap,impression_fixed.json,bmi,Pneumonia,0.8641878374599351,0.8614343795039474,0.0027534579559876926
CheXzero,overlap,impression_fixed.json,bmi,Pneumothorax,0.794624797533677,0.7853904108918056,0.009234386641871373
CheXzero,overlap,impression_fixed.json,bmi,Support Devices,0.7509891303953256,0.7505172228117707,0.00047190758355486473
